0
5
18
00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17
00
0
0 1 2 3 4 5 6 7 0 0 8 9 10 23 25 0 22 29
1 0 0 0 21 22 13 12 19 1 1 1 2 2 0 0 0 0
2 0 0 5 0 0 0 0 0 0 0 0 0 1 1 6 20 21
3 0 5 0 17 0 0 0 0 0 0 0 0 0 0 6 0 1
4 21 0 17 0 14 0 0 0 0 0 0 0 0 0 0 0 0
5 22 0 0 14 0 12 0 0 0 0 0 0 0 0 0 0 0
6 13 0 0 0 12 0 13 0 0 0 0 0 0 0 0 0 0
7 12 0 0 0 0 13 0 18 0 0 0 0 0 0 0 0 0
0 19 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0
0 1 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0
8 1 0 0 0 0 0 0 0 9 0 8 0 0 0 0 0 0
9 1 0 0 0 0 0 0 0 0 8 0 2 0 0 0 0 0
10 2 0 0 0 0 0 0 0 0 0 2 0 6 0 5 0 0
23 2 1 0 0 0 0 0 0 0 0 0 6 0 4 2 0 0
25 0 1 0 0 0 0 0 0 0 0 0 0 4 0 13 0 0
0 0 6 6 0 0 0 0 0 0 0 0 5 2 13 0 12 15
22 0 20 0 0 0 0 0 0 0 0 0 0 0 0 12 0 3
29 0 21 1 0 0 0 0 0 0 0 0 0 0 0 15 3 0
*****
59
*********************************************************************************************************************************************************
0
5
5
A B C D E
A
0
0 33 0 35 0
33 0 32 0 0
0 32 0 0 34
35 0 0 0 31
0 0 34 31 0
*****
130
*********************************************************************************************************************************************************
0
5
50
00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49
0 0 0 0 0 0 0 0 92 0 41 52 62 72 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 92 28 29 128 0 0 0 0 0 0 0 127 0 126 125 0 0 0 0
0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124 0 0 0 0 0 0 0 0 123 122 0 0 0 0 0
0 0 0 0 0 0 0 0 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 121 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 221 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 222 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 223 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 223 224 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 223 0 225 226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 227 228 0 0 0 0 0 0 0 0
0 0 0 0 0 98 0 0 0 0 0 0 0 0 0 0 225 0 229 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 230 0 0 0 0 28 0 0 0
0 0 29 23 79 0 0 0 0 0 0 0 0 0 0 0 226 229 0 123 0 23 21 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 17 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 282 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 282 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0
0 0 36 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 1 2 0 1 0 1 0 0 0 2 0 0 0 0 0 0 0 0 82 0 0 0 0 0 0 0 0 1 83
33 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 92 0 0 0 0 0 0 0 0 0 0 0
32 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
31 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2
0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 95 0 91 92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 233 0 332 0 0 0 0 332 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 224 0 0 0 0 0
0 0 0 0 0 0 0 0 0 128 124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 233 112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 245 0 0 0 0 242 0 0 0 0 0 0 0 0
0 0 0 21 80 97 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 332 0 0 0 245 0 0 0 0 0 2 0 0 0 0 22 0 0 0
29 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 223
0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 92 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0
0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 223 227 0 22 0 0 0 0 1 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 96 95 93 90 0 0 0 0 221 222 224 228 230 0 0 0 0 0 0 0 0 0 0 0 0 0 332 0 0 0 242 2 0 0 0 0 0 123 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 123 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 31 0 123 121 120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
0 0 0 0 0 0 0 0 0 126 122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 224 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
0 0 0 0 0 0 0 0 31 125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0
0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 83 0 0 2 0 0 0 0 0 0 0 0 223 0 0 0 0 0 0 0 0 0 0 0 0
*****
2189
*********************************************************************************************************************************************************
